study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,study_title,experiment_alias,fastq_ftp,sample_title,reference,
PRJNA729035,SAMN19109629,SRX11041917,SRR14703795,7460,Apis mellifera,Apis mellifera Raw sequence reads,Amel_470,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/095/SRR14703795/SRR14703795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/095/SRR14703795/SRR14703795_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109689,SRX11041916,SRR14703796,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aada_se401,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/096/SRR14703796/SRR14703796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/096/SRR14703796/SRR14703796_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109666,SRX11041915,SRR14703797,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aligui_793,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/097/SRR14703797/SRR14703797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/097/SRR14703797/SRR14703797_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109665,SRX11041914,SRR14703798,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aligui_792,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/098/SRR14703798/SRR14703798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/098/SRR14703798/SRR14703798_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109664,SRX11041913,SRR14703799,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aligui_789,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/099/SRR14703799/SRR14703799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/099/SRR14703799/SRR14703799_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109663,SRX11041912,SRR14703800,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aligui_788,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/000/SRR14703800/SRR14703800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/000/SRR14703800/SRR14703800_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109662,SRX11041911,SRR14703801,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aligui_784,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/001/SRR14703801/SRR14703801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/001/SRR14703801/SRR14703801_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109661,SRX11041910,SRR14703802,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aligui_782,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/002/SRR14703802/SRR14703802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/002/SRR14703802/SRR14703802_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109584,SRX11041909,SRR14703803,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark979,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/003/SRR14703803/SRR14703803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/003/SRR14703803/SRR14703803_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109583,SRX11041908,SRR14703804,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark976,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/004/SRR14703804/SRR14703804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/004/SRR14703804/SRR14703804_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109582,SRX11041907,SRR14703805,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark975,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/005/SRR14703805/SRR14703805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/005/SRR14703805/SRR14703805_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109581,SRX11041906,SRR14703806,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark974,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/006/SRR14703806/SRR14703806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/006/SRR14703806/SRR14703806_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109593,SRX11041905,SRR14703807,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aada_bur9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/007/SRR14703807/SRR14703807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/007/SRR14703807/SRR14703807_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109580,SRX11041904,SRR14703808,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark973,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/008/SRR14703808/SRR14703808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/008/SRR14703808/SRR14703808_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109579,SRX11041903,SRR14703809,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark972,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/009/SRR14703809/SRR14703809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/009/SRR14703809/SRR14703809_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109578,SRX11041902,SRR14703810,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark971,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/010/SRR14703810/SRR14703810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/010/SRR14703810/SRR14703810_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109577,SRX11041901,SRR14703811,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark970,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/011/SRR14703811/SRR14703811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/011/SRR14703811/SRR14703811_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109646,SRX11041900,SRR14703812,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/012/SRR14703812/SRR14703812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/012/SRR14703812/SRR14703812_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109645,SRX11041899,SRR14703813,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/013/SRR14703813/SRR14703813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/013/SRR14703813/SRR14703813_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109644,SRX11041898,SRR14703814,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/014/SRR14703814/SRR14703814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/014/SRR14703814/SRR14703814_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109611,SRX11041897,SRR14703815,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark32_S30,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/015/SRR14703815/SRR14703815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/015/SRR14703815/SRR14703815_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109610,SRX11041896,SRR14703816,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark31_S29,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/016/SRR14703816/SRR14703816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/016/SRR14703816/SRR14703816_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109621,SRX11041895,SRR14703817,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/017/SRR14703817/SRR14703817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/017/SRR14703817/SRR14703817_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109592,SRX11041894,SRR14703818,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aada_bur8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/018/SRR14703818/SRR14703818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/018/SRR14703818/SRR14703818_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109609,SRX11041893,SRR14703819,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark22_S28,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/019/SRR14703819/SRR14703819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/019/SRR14703819/SRR14703819_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109608,SRX11041892,SRR14703820,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark21_S27,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/020/SRR14703820/SRR14703820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/020/SRR14703820/SRR14703820_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109620,SRX11041891,SRR14703821,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/021/SRR14703821/SRR14703821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/021/SRR14703821/SRR14703821_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109607,SRX11041890,SRR14703822,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark12_S26,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/022/SRR14703822/SRR14703822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/022/SRR14703822/SRR14703822_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109606,SRX11041889,SRR14703823,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark11_S25,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/023/SRR14703823/SRR14703823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/023/SRR14703823/SRR14703823_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109619,SRX11041888,SRR14703824,7460,Apis mellifera,Apis mellifera Raw sequence reads,Alamark1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/024/SRR14703824/SRR14703824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/024/SRR14703824/SRR14703824_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109673,SRX11041887,SRR14703825,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_mo83,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/025/SRR14703825/SRR14703825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/025/SRR14703825/SRR14703825_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109672,SRX11041886,SRR14703826,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_mo82,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/026/SRR14703826/SRR14703826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/026/SRR14703826/SRR14703826_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109671,SRX11041885,SRR14703827,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_mo46,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/027/SRR14703827/SRR14703827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/027/SRR14703827/SRR14703827_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109670,SRX11041884,SRR14703828,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_mo43,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/028/SRR14703828/SRR14703828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/028/SRR14703828/SRR14703828_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109591,SRX11041883,SRR14703829,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aada_bur7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/029/SRR14703829/SRR14703829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/029/SRR14703829/SRR14703829_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109669,SRX11041882,SRR14703830,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_mo42,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/030/SRR14703830/SRR14703830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/030/SRR14703830/SRR14703830_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109668,SRX11041881,SRR14703831,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_mo40,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/031/SRR14703831/SRR14703831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/031/SRR14703831/SRR14703831_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109667,SRX11041880,SRR14703832,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_mo29,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/032/SRR14703832/SRR14703832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/032/SRR14703832/SRR14703832_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109576,SRX11041879,SRR14703833,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_918,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/033/SRR14703833/SRR14703833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/033/SRR14703833/SRR14703833_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109575,SRX11041878,SRR14703834,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_916,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/034/SRR14703834/SRR14703834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/034/SRR14703834/SRR14703834_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109574,SRX11041877,SRR14703835,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_915,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/035/SRR14703835/SRR14703835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/035/SRR14703835/SRR14703835_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109573,SRX11041876,SRR14703836,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_914,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/036/SRR14703836/SRR14703836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/036/SRR14703836/SRR14703836_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109572,SRX11041875,SRR14703837,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_908,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/037/SRR14703837/SRR14703837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/037/SRR14703837/SRR14703837_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109571,SRX11041874,SRR14703838,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_907,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/038/SRR14703838/SRR14703838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/038/SRR14703838/SRR14703838_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109570,SRX11041873,SRR14703839,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_903,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/039/SRR14703839/SRR14703839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/039/SRR14703839/SRR14703839_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109590,SRX11041872,SRR14703840,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aada_bur6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/040/SRR14703840/SRR14703840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/040/SRR14703840/SRR14703840_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109569,SRX11041871,SRR14703841,7460,Apis mellifera,Apis mellifera Raw sequence reads,Aint_902,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/041/SRR14703841/SRR14703841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/041/SRR14703841/SRR14703841_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109632,SRX11041870,SRR14703842,7460,Apis mellifera,Apis mellifera Raw sequence reads,AiberLugo1_2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/042/SRR14703842/SRR14703842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/042/SRR14703842/SRR14703842_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109598,SRX11041869,SRR14703843,7460,Apis mellifera,Apis mellifera Raw sequence reads,AiberCord2_3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/043/SRR14703843/SRR14703843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/043/SRR14703843/SRR14703843_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109597,SRX11041868,SRR14703844,7460,Apis mellifera,Apis mellifera Raw sequence reads,AiberCord2_1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/044/SRR14703844/SRR14703844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/044/SRR14703844/SRR14703844_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109596,SRX11041867,SRR14703845,7460,Apis mellifera,Apis mellifera Raw sequence reads,AiberCord1_4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/045/SRR14703845/SRR14703845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/045/SRR14703845/SRR14703845_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109682,SRX11041866,SRR14703846,7460,Apis mellifera,Apis mellifera Raw sequence reads,Acauca530,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/046/SRR14703846/SRR14703846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/046/SRR14703846/SRR14703846_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109681,SRX11041865,SRR14703847,7460,Apis mellifera,Apis mellifera Raw sequence reads,Acauca527,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/047/SRR14703847/SRR14703847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/047/SRR14703847/SRR14703847_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109568,SRX11041864,SRR14703848,7460,Apis mellifera,Apis mellifera Raw sequence reads,Acauca_821,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/048/SRR14703848/SRR14703848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/048/SRR14703848/SRR14703848_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
PRJNA729035,SAMN19109567,SRX11041863,SRR14703849,7460,Apis mellifera,Apis mellifera Raw sequence reads,Acauca_819,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/049/SRR14703849/SRR14703849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/049/SRR14703849/SRR14703849_2.fastq.gz,This sample has been submitted by pda|kdogantzis on 2021-12-04; Apis mellifera,https://www.science.org/doi/10.1126/sciadv.abj2151,
